N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,B_H,B_R,C,CH,DB,D_R,DI,K_D,Log_B_W,M_R,PBM,P_B,R_L,R_T,S_S,SD,S_Dbw,Si,T_W,T_WiB,W_G,XB,PC,CE,G_str,G_rex,Conn,CVNN,ICC,CV,LCCV,CSBM,WGLI,MPC,PBMF,MPE,CO,DCVI,GDI11,GDI12,GDI13,GDI21,GDI22,GDI23,GDI31,GDI32,GDI33,GDI41,GDI42,GDI43,GDI51,GDI52,GDI53,UW
432,edisonn432.xlsx,GMM,5000,20,32,2:40,normal,0.1,1,0,0,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,0.96,1.0,1.0,0.34,0.65,1.0,0.96,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,1.0
433,edisonn433.xlsx,GMM,5000,20,32,2:40,normal,0.1,5,0,0,1.0,0.96,1.0,1.0,1.0,0.97,1.0,1.0,0.91,1.0,1.0,0.33,0.8,1.0,0.96,1.0,1.0,1.0,1.0,0.74,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,
434,edisonn434.xlsx,GMM,5000,20,32,2:40,normal,0.3,1,0,0,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,0.35,0.58,1.0,0.96,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.35,1.0,1.0,NI,0.98,1.0,1.0,1.0,NI,NI,1.0,1.0,0.35,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,0.9926780187981106
435,edisonn435.xlsx,GMM,5000,20,32,2:40,normal,0.3,5,0,0,1.0,0.96,1.0,1.0,1.0,0.97,1.0,1.0,0.8,1.0,1.0,0.33,0.55,1.0,0.96,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.98,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.994419464780861
436,edisonn436.xlsx,GMM,5000,20,33,2:40,normal,0.1,1,0,0,1.0,0.96,1.0,1.0,1.0,0.98,1.0,1.0,0.97,0.99,1.0,0.25,0.65,1.0,0.96,1.0,Full NaN,1.0,1.0,0.74,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.9928603569996396
437,edisonn437.xlsx,GMM,5000,20,33,2:40,normal,0.1,5,0,0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,1.0,0.92,1.0,1.0,0.34,0.62,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,
438,edisonn438.xlsx,GMM,5000,20,33,2:40,normal,0.3,1,0,0,1.0,0.96,1.0,1.0,1.0,0.97,1.0,1.0,0.62,1.0,1.0,0.33,0.57,1.0,0.96,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,0.33,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,1.0000000000000002
439,edisonn439.xlsx,GMM,5000,20,33,2:40,normal,0.3,5,0,0,1.0,0.97,1.0,1.0,1.0,0.97,1.0,1.0,0.98,1.0,1.0,0.32,0.47,1.0,0.97,1.0,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47,0.32,0.32,0.9936835862917356
440,edisonn440.xlsx,GMM,5000,20,34,2:40,normal,0.1,1,0,0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,0.97,1.0,1.0,0.34,0.56,1.0,0.98,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.996176156661668
441,edisonn441.xlsx,GMM,5000,20,34,2:40,normal,0.1,5,0,0,1.0,0.97,0.99,1.0,1.0,0.98,1.0,1.0,0.94,1.0,1.0,0.22,0.38,1.0,0.99,0.99,0.99,1.0,1.0,0.82,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,0.99,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22,0.22,0.22,
442,edisonn442.xlsx,GMM,5000,20,34,2:40,normal,0.3,1,0,0,1.0,0.97,1.0,1.0,1.0,0.99,1.0,1.0,0.95,1.0,1.0,0.33,0.65,1.0,0.97,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,NI,0.99,1.0,1.0,0.93,NI,NI,1.0,1.0,0.33,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9876203401678316
443,edisonn443.xlsx,GMM,5000,20,34,2:40,normal,0.3,5,0,0,1.0,0.98,1.0,1.0,1.0,0.8,1.0,1.0,0.96,1.0,1.0,0.22,0.64,1.0,0.98,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22,0.22,0.22,0.9875695041446766
444,edisonn444.xlsx,GMM,5000,20,35,2:40,normal,0.1,1,0,0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,0.96,1.0,1.0,0.34,0.47,1.0,0.98,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.34,0.34,0.945158066031654
445,edisonn445.xlsx,GMM,5000,20,35,2:40,normal,0.1,5,0,0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.34,0.48,1.0,0.98,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.48,0.48,
446,edisonn446.xlsx,GMM,5000,20,35,2:40,normal,0.3,1,0,0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.99,1.0,0.33,0.53,1.0,0.98,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,NI,1.0,0.99,1.0,0.99,NI,NI,1.0,0.53,0.33,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9925451911821436
447,edisonn447.xlsx,GMM,5000,20,35,2:40,normal,0.3,5,0,0,1.0,0.98,1.0,1.0,1.0,0.98,1.0,1.0,0.99,1.0,1.0,0.34,0.48,1.0,0.98,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.48,0.48,0.9937774933379352
448,edisonn448.xlsx,GMM,5000,20,36,2:40,normal,0.1,1,0,0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.89,1.0,1.0,0.3,0.64,1.0,0.3,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.9535654301851534
449,edisonn449.xlsx,GMM,5000,20,36,2:40,normal,0.1,5,0,0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,0.65,1.0,0.98,0.99,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,0.99,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.993343806448519
450,edisonn450.xlsx,GMM,5000,20,36,2:40,normal,0.3,1,0,0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.3,0.41,1.0,Full NaN,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,NI,1.0,1.0,1.0,1.0,NI,NI,1.0,1.0,0.3,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,1.0000000000000002
451,edisonn451.xlsx,GMM,5000,20,36,2:40,normal,0.3,5,0,0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,0.84,1.0,1.0,0.51,0.65,1.0,0.98,0.99,Full NaN,1.0,1.0,0.76,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,0.99,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9934993151995722
452,edisonn452.xlsx,GMM,5000,20,37,2:40,normal,0.1,1,0,0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,0.32,0.59,1.0,0.99,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9589717644848716
453,edisonn453.xlsx,GMM,5000,20,37,2:40,normal,0.1,5,0,0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.79,1.0,1.0,0.3,0.53,1.0,0.99,0.98,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.97,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.9945251472544112
454,edisonn454.xlsx,GMM,5000,20,37,2:40,normal,0.3,1,0,0,1.0,0.99,1.0,1.0,1.0,0.79,1.0,1.0,1.0,0.99,1.0,0.32,0.66,1.0,1.0,0.99,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,NI,1.0,1.0,1.0,0.99,NI,NI,1.0,1.0,0.32,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9941684585955146
455,edisonn455.xlsx,GMM,5000,20,37,2:40,normal,0.3,5,0,0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.6,1.0,1.0,0.39,0.49,1.0,0.99,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.9851957088080612
456,edisonn456.xlsx,GMM,5000,20,38,2:40,normal,0.1,1,0,0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.33,0.47,1.0,0.99,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9670199356496266
457,edisonn457.xlsx,GMM,5000,20,38,2:40,normal,0.1,5,0,0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.88,1.0,1.0,0.33,0.48,1.0,0.99,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48,0.33,0.33,
458,edisonn458.xlsx,GMM,5000,20,38,2:40,normal,0.3,1,0,0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.64,1.0,1.0,0.33,0.47,1.0,0.99,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,0.33,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9649829688807594
459,edisonn459.xlsx,GMM,5000,20,38,2:40,normal,0.3,5,0,0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,0.33,0.72,1.0,0.99,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.99,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,1.0
460,edisonn460.xlsx,GMM,5000,20,39,2:40,normal,0.1,1,0,0,1.0,1.0,1.0,1.0,1.0,0.65,1.0,1.0,0.89,1.0,1.0,0.32,0.62,1.0,1.0,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47,0.32,1.0,0.9788946454317932
461,edisonn461.xlsx,GMM,5000,20,39,2:40,normal,0.1,5,0,0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,0.98,1.0,1.0,0.32,0.46,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.95,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,
462,edisonn462.xlsx,GMM,5000,20,39,2:40,normal,0.3,1,0,0,1.0,0.99,1.0,1.0,1.0,0.87,1.0,1.0,0.65,1.0,1.0,0.32,0.62,1.0,0.99,0.98,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,NI,0.99,1.0,1.0,1.0,NI,NI,1.0,1.0,0.32,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,1.0,0.9750984683740924
463,edisonn463.xlsx,GMM,5000,20,39,2:40,normal,0.3,5,0,0,1.0,1.0,1.0,1.0,1.0,0.68,1.0,1.0,0.96,1.0,1.0,0.32,0.47,1.0,1.0,0.98,Full NaN,1.0,1.0,0.72,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9968906388493994
464,edisonn464.xlsx,GMM,5000,20,40,2:40,normal,0.1,1,0,0,0.96,1.0,1.0,1.0,1.0,0.54,1.0,0.96,1.0,1.0,1.0,0.33,0.61,1.0,1.0,0.98,Full NaN,1.0,0.81,0.83,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.46,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.33,0.9776428166379612
465,edisonn465.xlsx,GMM,5000,20,40,2:40,normal,0.1,5,0,0,0.67,1.0,1.0,1.0,1.0,0.77,1.0,0.99,0.98,1.0,1.0,0.3,0.45,1.0,1.0,0.98,1.0,1.0,0.91,0.7,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.98,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,
466,edisonn466.xlsx,GMM,5000,20,40,2:40,normal,0.3,1,0,0,0.89,1.0,1.0,1.0,1.0,0.55,1.0,0.96,0.88,1.0,1.0,0.32,0.45,1.0,1.0,0.98,Full NaN,1.0,0.55,0.87,1.0,1.0,1.0,0.32,1.0,1.0,NI,0.99,1.0,1.0,0.97,NI,NI,1.0,1.0,0.32,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.32,0.32,0.9743086503998708
467,edisonn467.xlsx,GMM,5000,20,40,2:40,normal,0.3,5,0,0,0.92,1.0,1.0,1.0,1.0,0.55,1.0,0.98,0.9,1.0,1.0,0.3,0.55,1.0,1.0,0.98,Full NaN,1.0,0.92,0.55,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.99,1.0,1.0,0.96,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.9812608014397198
468,edisonn468.xlsx,GMM,5000,40,2,2:40,normal,0.1,1,0,0,0.51,0.3,1.0,1.0,1.0,0.3,1.0,0.43,0.3,1.0,1.0,0.3,1.0,1.0,0.3,0.32,Full NaN,1.0,0.45,0.31,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.31,0.3,1.0,0.45,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,0.9825750987171415
469,edisonn469.xlsx,GMM,5000,40,2,2:40,normal,0.1,5,0,0,0.36,0.3,1.0,1.0,1.0,0.34,1.0,0.48,0.44,1.0,1.0,0.3,1.0,1.0,0.3,0.32,Full NaN,1.0,0.36,0.76,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.31,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,1.0,1.0,0.9869059411734205
470,edisonn470.xlsx,GMM,5000,40,2,2:40,normal,0.3,1,0,0,0.42,0.3,1.0,1.0,1.0,0.31,1.0,0.39,0.31,1.0,1.0,0.3,1.0,1.0,0.3,0.32,Full NaN,1.0,0.51,0.3,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.31,0.3,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,0.998162445200886
471,edisonn471.xlsx,GMM,5000,40,2,2:40,normal,0.3,5,0,0,0.44,0.3,1.0,1.0,1.0,0.65,1.0,0.37,0.39,1.0,1.0,0.3,1.0,1.0,0.3,0.32,Full NaN,1.0,0.5,0.44,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.31,1.0,1.0,0.38,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,1.0,1.0,0.9999999999999998
472,edisonn472.xlsx,GMM,5000,40,3,2:40,normal,0.1,1,0,0,1.0,0.41,1.0,1.0,1.0,0.48,1.0,1.0,0.48,1.0,1.0,0.41,1.0,1.0,0.41,0.43,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.43,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47,1.0,1.0,0.9852951092520432
473,edisonn473.xlsx,GMM,5000,40,3,2:40,normal,0.1,5,0,0,1.0,0.41,0.81,1.0,1.0,0.53,1.0,1.0,0.46,1.0,1.0,0.41,1.0,1.0,0.41,0.43,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.42,1.0,1.0,0.42,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,
474,edisonn474.xlsx,GMM,5000,40,3,2:40,normal,0.3,1,0,0,1.0,0.41,1.0,1.0,1.0,0.49,1.0,0.45,0.64,1.0,0.84,0.41,1.0,1.0,0.41,0.43,Full NaN,1.0,1.0,1.0,1.0,1.0,0.84,0.84,1.0,1.0,NI,0.42,0.41,1.0,1.0,NI,NI,1.0,0.84,0.84,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41,1.0,1.0,1.0000000000000002
475,edisonn475.xlsx,GMM,5000,40,3,2:40,normal,0.3,5,0,0,1.0,0.41,1.0,1.0,1.0,0.56,1.0,1.0,0.42,1.0,1.0,0.41,1.0,1.0,0.41,0.43,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.42,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41,1.0,1.0,0.9893760537673564
476,edisonn476.xlsx,GMM,5000,40,4,2:40,normal,0.1,1,0,0,1.0,0.51,1.0,1.0,1.0,0.52,1.0,1.0,0.91,1.0,1.0,0.51,0.91,1.0,0.51,0.54,0.59,1.0,1.0,0.62,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.53,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.991112085886422
477,edisonn477.xlsx,GMM,5000,40,4,2:40,normal,0.1,5,0,0,1.0,0.51,0.7,1.0,1.0,0.58,1.0,1.0,0.63,1.0,1.0,0.51,0.7,1.0,0.51,0.54,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.53,1.0,1.0,0.94,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64,1.0,1.0,
478,edisonn478.xlsx,GMM,5000,40,4,2:40,normal,0.3,1,0,0,1.0,0.51,1.0,1.0,1.0,0.58,1.0,1.0,0.55,1.0,0.91,0.51,0.91,1.0,0.51,0.54,Full NaN,1.0,1.0,0.74,1.0,1.0,0.59,0.59,1.0,1.0,NI,0.53,0.51,1.0,1.0,NI,NI,1.0,0.91,0.59,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,1.0,1.0,0.9951340676977156
479,edisonn479.xlsx,GMM,5000,40,4,2:40,normal,0.3,5,0,0,1.0,0.51,1.0,1.0,1.0,0.76,1.0,1.0,0.7,1.0,1.0,0.51,0.92,1.0,0.51,0.53,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.52,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57,1.0,1.0,0.996391477638875
480,edisonn480.xlsx,GMM,5000,40,5,2:40,normal,0.1,1,0,0,1.0,0.56,1.0,1.0,1.0,0.6,1.0,1.0,0.74,1.0,1.0,0.56,0.84,1.0,0.56,0.59,0.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.58,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74,0.61,1.0,0.9949391593421126
481,edisonn481.xlsx,GMM,5000,40,5,2:40,normal,0.1,5,0,0,1.0,0.56,1.0,1.0,1.0,0.58,1.0,1.0,0.58,1.0,1.0,0.56,0.86,1.0,0.56,0.59,0.96,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.57,1.0,1.0,1.0,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64,0.65,1.0,
482,edisonn482.xlsx,GMM,5000,40,5,2:40,normal,0.3,1,0,0,0.86,0.56,1.0,1.0,1.0,0.6,1.0,1.0,0.94,1.0,0.94,0.56,0.84,1.0,0.56,0.59,0.61,1.0,1.0,1.0,1.0,1.0,0.84,0.61,1.0,1.0,NI,0.58,1.0,1.0,0.61,NI,NI,1.0,0.94,0.61,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57,1.0,1.0,0.9958603174549562
483,edisonn483.xlsx,GMM,5000,40,5,2:40,normal,0.3,5,0,0,1.0,0.56,1.0,1.0,1.0,0.66,1.0,1.0,0.71,1.0,1.0,0.56,0.86,1.0,0.57,0.59,0.96,1.0,1.0,0.77,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.57,1.0,1.0,0.6,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57,1.0,1.0,1.0000000000000002
484,edisonn484.xlsx,GMM,5000,40,6,2:40,normal,0.1,1,0,0,1.0,0.6,1.0,1.0,1.0,0.64,1.0,1.0,0.66,1.0,1.0,0.6,0.92,1.0,0.6,0.62,Full NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NI,0.61,1.0,1.0,0.63,NI,NI,1.0,1.0,1.0,NI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43,0.43,1.0,1.0
